accettarlo	1
accettate	1
accettato	1
accettava	1
accetterò	1
accetti	1
accetto	1
accettò	1
acchiappa	-1
acchiappare	-1
acchiappato	-1
acciacchi	-1
acciaio	0
acciarino	0
accidente	-1
accidenti	-1
accigliata	-1
accigliati	-1
accigliato	-1
accingersi	0
accingeva	0
accinse	0
acciocché	0
acciottolìo	0
acciughe	0
acciò	0
accoccolata	0
accoccolato	0
accoglie	1
accoglienza	1
accoglienze	1
accogliere	1
accoglieva	1
accolse	1
accolsero	1
accolta	1
accolto	1
accomiatarsi	0
accomoda	1
accomodare	1
accomodarsi	0
accomodate	0
accomodato	1
accomodava	0
accomodi	0
accomodò	0
accompagna	0
accompagnai	0
accompagnamento	0
accompagnando	0
accompagnandolo	0
accompagnare	0
accompagnarla	0
accompagnarlo	0
accompagnarmi	0
accompagnarono	0
accompagnata	0
accompagnate	0
accompagnati	0
accompagnato	0
accompagnava	0
accompagnavano	0
accompagni	0
accompagno	0
accompagnò	0
acconciato	0
acconciatura	0
accondiscendere	1
acconsentito	1
acconsentiva	1
acconsentì	1
accontentare	1
accontentarmi	1
accontentarsi	1
accontentava	1
accontentò	1
accoppato	-1
accorata	1
accorato	1
accorda	0
accordare	0
accordarsi	1
accordata	0
accordati	0
accordato	0
accordava	0
accordi	0
accordo	0
accordo	1
accorge	0
accorgendosi	0
accorgere	0
accorgermi	0
accorgersene	0
accorgersi	0
accorgesse	0
accorgeva	0
accorgevano	0
accorgimenti	1
accorgimento	1
accorgo	0
accorgono	0
accorrere	0
accorreva	0
accorrevano	0
accorsa	0
accorse	0
accorsero	0
accorsi	0
accorso	0
accorta	1
accortezza	1
accorti	1
accorto	1
accosta	0
accostandosi	0
accostare	0
accostarsi	0
accostato	0
accostava	0
accosto	0
accostò	0
accovacciato	0
accrescere	0
accresciuta	0
accumulato	0
accuratamente	1
accuratezza	1
accurato	1
accusa	-1
accusando	-1
accusati	-1
accusato	-1
accusatore	-1
accusava	-1
accusavano	-1
accuse	-1
accuso	-1
accusò	-1
acerba	0
acerbamente	-1
acerbo	-1
aceto	0
aci	0
acido	-1
acqua	0
acquavite	0
acque	0
acquistare	0
acquistata	0
acquistato	0
acquolina	0
acre	-1
acri	-1
acume	1
acuta	0
acute	0
acuti	0
acutissimo	0
acuto	0
ad	0
adagiato	0
adagio	1
adamo	0
adatta	0
adattarsi	1
adatto	1
addentro	0
addietro	0
addio	-1
addirittura	0
addita	0
additava	0
additò	0
addolorata	-1
addolorato	-1
addormenta	0
addormentare	0
addormentarmi	0
addormentarsi	0
addormentata	0
addormentati	0
addormentato	0
addormentava	0
addormentò	0
addossarsi	0
addossata	0
addossato	0
addosso	0
adele	0
adelina	0
adempiere	0
adempimento	0
adesso	0
adige	0
adirarsi	-1
adirò	-1
adolescenza	0
adoperai	0
adoperare	0
adoperarsi	0
adoperata	0
adoperate	0
adoperato	0
adoperava	0
adora	1
adorare	1
adorarla	1
adorata	1
adorate	1
adorato	1
adoratori	1
adorava	1
adorazione	1
adorna	1
adorno	1
adoro	1
adottato	0
adriatico	0
adulazione	-1
adultera	-1
adulterio	-1
adunanza	0
adunque	0
aere	0
aereo	0
afa	-1
affabile	1
affabilità	1
affabilmente	1
affaccendarsi	0
affaccendata	0
affaccendato	1
affaccendava	0
affacciandosi	0
affacciarono	0
affacciarsi	-1
affacciata	0
affacciati	0
affacciato	0
affacciava	0
affacciavano	0
affacciò	0
affaceva	0
affamati	-1
affamato	-1
affanna	-1
affannata	-1
affannate	-1
affannato	-1
affannava	-1
affanni	-1
affanno	-1
affannosa	-1
affannosamente	-1
affannoso	-1
affar	0
affare	0
affari	0
affascinante	1
affascinanti	1
affascinato	1
affatica	-1
affaticarsi	-1
affaticato	-1
affaticava	-1
affatto	0
affermando	0
affermare	0
affermava	0
affermò	0
afferra	0
afferrai	0
afferrando	0
afferrandomi	0
afferrare	0
afferrarsi	0
afferrata	0
afferrato	0
afferrava	0
afferrò	0
affettata	-1
affettato	-1
affettava	0
affettazione	-1
affetti	1
affetto	1
affettuosa	1
affettuosamente	1
affettuose	1
affettuosi	1
affettuoso	1
affezionata	1
affezionato	1
affezione	-1
affezioni	-1
affida	0
affidata	0
affidato	0
affido	0
affilato	0
affitto	0
affliggere	-1
afflitta	-1
afflitti	-1
afflitto	-1
afflizione	-1
afflizioni	-1
affogato	-1
affollarono	-1
affollata	-1
affollate	-1
affollati	-1
affollato	-1
affollava	-1
affollavano	-1
affranta	-1
affranto	-1
affrettai	-1
affrettata	-1
affrettati	-1
affrettato	-1
affrettava	-1
affrettavano	-1
affrettò	-1
affrontare	0
affronto	0
affumicata	0
affumicati	0
affumicato	0
afosa	-1
agata	0
agenti	0
agevole	1
agghiaccia	-1
agghiacciò	-1
aggirava	0
aggiravano	0
aggiunga	0
aggiunge	0
aggiungendo	0
aggiunger	0
aggiungere	0
aggiungeva	0
aggiungi	0
aggiungo	0
aggiunse	0
aggiunsero	0
aggiunsi	0
aggiunta	0
aggiunte	0
aggiunto	0
aggiustare	1
aggiustarsi	1
aggiusteremo	1
aggiustò	1
aggradevole	1
aggradevolmente	1
aggrappandosi	0
aggrapparsi	0
aggrottando	-1
aggrottate	-1
aggrottò	-1
agguato	-1
agi	1
agile	1
agilità	1
agio	1
agire	0
agita	-1
agitando	-1
agitarono	-1
agitarsi	-1
agitata	-1
agitate	-1
agitati	-1
agitatissimo	-1
agitato	-1
agitava	-1
agitavano	-1
agitavasi	-1
agitazione	-1
agito	-1
agitò	-1
agiva	0
aglae	0
aglaura	0
agli	0
agnella	0
agnello	0
agnese	0
agnesina	0
ago	0
agonia	-1
agonizzante	-1
agonizzare	-1
agostino	0
agosto	0
agrippina	0
agrippino	0
agro	0
agucchiava	0
aguzzando	0
aguzzava	0
aguzzi	0
aguzzo	0
ah	0
ahi	-1
ahimè	-1
ai	0
aia	0
aiaccio	0
aida	0
aires	0
aiuta	1
aiutami	1
aiutando	1
aiutano	1
aiutante	1
aiutar	1
aiutare	1
aiutarla	1
aiutarli	1
aiutarlo	1
aiutarmi	1
aiutarsi	1
aiutarti	1
aiutarvi	1
aiutasse	1
aiutata	1
aiutatemi	1
aiutato	1
aiutava	1
aiutavano	1
aiuteremo	1
aiuterà	1
aiuterò	1
aiuti	1
aiuto	1
aiutò	1
aix	0
ajuto	1
al	0
ala	0
alabastro	0
alari	0
alati	0
alato	0
alba	0
alberghi	0
albergo	0
alberi	0
albero	0
alberti	0
alberto	0
albore	0
album	0
alchieri	0
alcida	0
alcova	0
alcun	0
alcuna	0
alcunché	0
alcune	0
alcuni	0
alcuno	0
aldini	0
alessandria	0
alessandro	0
alessi	0
alfia	0
alfieri	0
alfine	0
alfio	0
alfonso	0
ali	0
alidoro	0
alieno	-1
alimento	0
alito	1
all	0
alla	0
allampanata	-1
allampanato	-1
allarga	0
allargare	0
allargava	0
allargò	0
allarme	-1
allato	0
alle	0
alleanza	1
alleanze	1
alleati	1
allegra	1
allegramente	1
allegre	1
allegrezza	1
allegri	1
allegria	1
allegro	1
allestire	0
allevato	0
allibì	-1
allievi	0
allo	0
allocco	0
alloggiato	0
alloggio	0
allontanai	0
allontanamento	-1
allontanandosi	0
allontanare	0
allontanarmi	0
allontanarono	0
allontanarsi	0
allontanasse	0
allontanata	0
allontanato	0
allontanava	0
allontanavano	0
allontanò	0
allor	0
allora	0
allorchè	0
allorché	0
allori	1
alloro	0
allorquando	0
allucinazione	-1
allucinazioni	-1
alludere	0
alludeva	0
allunga	0
allungando	0
allungare	0
allungato	0
allungava	0
allungavano	0
allungò	0
allusione	0
allusioni	-1
almanaccando	0
almen	0
almeno	0
alpestre	0
alpestri	0
alpi	0
alpini	0
alquante	0
alquanti	0
alquanto	0
alta	0
altalena	0
altamente	0
altar	0
altare	0
alte	0
altera	-1
alteramente	-1
alterata	-1
alterato	-1
alterchi	-1
alterezza	-1
alterigia	-1
alternavano	0
altero	-1
altezza	0
alti	0
altipiano	0
altissima	0
altissime	0
altissimi	0
altissimo	0
alto	0
altoviti	0
altr	0
altra	0
altre	0
altrettante	0
altrettanti	0
altrettanto	0
altri	0
altrimenti	0
altro	0
altronde	0
altrove	0
altrui	0
altura	0
alture	0
alunni	0
alunno	0
alvise	0
alza	0
alzai	0
alzando	0
alzandosi	0
alzar	0
alzare	0
alzarmi	0
alzarono	0
alzarsi	0
alzata	0
alzate	0
alzatevi	0
alzati	0
alzato	0
alzava	0
alzavano	0
alzi	0
alzo	0
alzò	0
alì	0
alòsi	0
ama	1
amabile	1
amabili	1
amabilità	1
amai	1
amala	1
amalo	1
amami	1
amando	1
amandolo	1
amano	1
amante	1
amanti	1
amar	1
amara	-1
amaramente	-1
amare	1
amarezza	-1
amarezze	-1
amari	-1
amarla	1
amarlo	1
amarmi	1
amaro	-1
amarsi	1
amarti	1
amarvi	1
amasse	1
amassi	1
amaste	1
amata	1
amate	1
amati	1
amato	1
amava	1
amavano	1
amavi	1
amavo	1
amazzone	0
ambascia	0
ambasciata	0
ambasciatore	0
ambe	0
ambedue	0
ambidue	0
ambiente	0
ambito	0
ambizione	-1
ambizione	1
ambizioni	-1
ambiziose	-1
ambizioso	-1
ambo	0
ambrogio	0
ambulante	0
amen	0
ameni	1
ameno	1
amerai	1
amerete	1
america	0
amerò	1
ami	1
amiamo	1
amica	1
amiche	1
amichevole	1
amichevoli	1
amichevolmente	1
amici	1
amicizia	1
amicizie	1
amico	1
amilcare	0
ammalata	-1
ammalati	-1
ammalato	-1
ammalò	-1
ammanettato	0
ammazza	-1
ammazzamogli	-1
ammazzano	-1
ammazzare	-1
ammazzarmi	-1
ammazzato	-1
ammazzo	-1
ammesso	0
ammettere	0
ammetteva	0
ammiccando	0
ammiccava	0
ammiccavano	0
ammiccò	0
amministratore	0
amministrazione	0
ammira	1
ammirabile	1
ammirabili	1
ammiraglio	0
ammirando	1
ammirare	1
ammirata	1
ammirato	1
ammiratori	1
ammirava	1
ammirazione	1
ammiro	1
ammodo	1
ammogliato	0
ammoniva	-1
ammutolì	-1
ammutolí	-1
amo	0
amo	1
amor	1
amore	1
amorevole	1
amorevolezza	1
amorevoli	1
amorevolmente	1
amori	1
amorosa	1
amorosamente	1
amorose	1
amorosi	1
amoroso	1
ampia	0
ampie	0
ampio	0
amplessi	0
amplesso	0
ampolle	0
analisi	0
anarchia	-1
anatre	0
anca	0
anch	0
anche	0
anco	0
ancona	0
ancor	0
ancora	0
ancorché	0
andai	0
andamento	0
andammo	0
andando	0
andandosene	0
andar	0
andarcene	0
andarci	0
andare	0
andarla	0
andarlo	0
andarmene	0
andarne	0
andarono	0
andarsene	0
andartene	0
andarvene	0
andarvi	0
andasse	0
andassero	0
andassi	0
andata	0
andate	0
andateci	0
andatevene	-1
andati	0
andato	0
andatura	0
andava	0
andavamo	0
andavan	0
andavano	0
andavasi	0
andavo	0
ande	0
anderò	0
andiamo	0
andirivieni	0
anditi	0
andito	0
andrai	0
andranno	0
andrea	0
andrebbe	0
andrebbero	0
andrei	0
andreini	0
andremo	0
andresti	0
andrete	0
andria	0
androne	0
andrà	0
andrò	0
andò	0
anelante	-1
anelava	0
anelito	0
anelli	0
anello	0
anemica	-1
anfo	0
angela	0
angeli	0
angelica	1
angelico	1
angelino	0
angelo	1
angherie	-1
angoli	0
angolo	0
angosce	-1
angoscia	-1
angosciata	-1
angoscie	-1
angosciosa	-1
angosciosamente	-1
angosciose	-1
angoscioso	-1
anguilla	0
angusta	-1
angustia	-1
angustie	-1
angusto	-1
anima	0
animale	0
animali	0
animata	0
animate	0
animato	0
animava	0
anime	0
animi	0
animo	0
animo	1
animosi	-1
animoso	-1
anitre	0
anna	0
annali	0
annaspando	-1
annata	0
annebbiata	-1
annegato	-1
annetta	0
anni	0
anno	0
annoia	-1
annoiato	-1
annoiava	-1
annotazioni	0
annunciare	0
annunciata	0
annunciato	0
annunciava	0
annuncio	0
annunciò	0
annunziare	0
annunziata	0
annunziato	0
annunziava	0
annunzio	0
annunziò	0
annuvolato	0
anonimo	0
ansando	-1
ansante	-1
ansanti	-1
ansare	-1
ansava	-1
anselmo	0
ansia	-1
ansie	-1
ansietà	-1
ansiosa	-1
ansiosamente	-1
ansiosi	-1
ansioso	-1
antecedente	0
antenati	0
antenna	0
anteriore	0
antica	0
anticamera	0
antiche	0
antichi	0
antichità	0
anticipata	0
anticipato	0
antico	0
antifona	0
antipatia	-1
antipatico	-1
antiquato	0
antoni	0
antonietta	0
antonio	0
anzi	0
anzichè	0
anziché	0
anzitutto	0
apatia	-1
aperse	0
apersi	0
aperta	0
apertamente	0
aperte	0
aperti	0
aperto	0
apertura	0
api	0
apollo	0
apostolato	0
apostrofe	0
apostulos	0
appagare	1
appalto	0
appannati	0
apparato	0
appare	0
apparecchi	0
apparecchiata	0
apparecchiato	0
apparecchiava	0
apparente	0
apparenza	0
apparenze	0
apparire	0
appariva	0
apparivano	0
apparizione	0
apparizioni	0
appartamenti	0
appartamento	0
appartato	0
appartenere	0
appartenesse	0
apparteneva	0
appartenevano	0
appartengo	0
appartiene	0
apparve	0
apparvero	0
appassionata	1
appassionate	1
appassionato	1
appassite	-1
appello	0
appena	0
appendere	0
appendeva	0
appendice	0
appennini	0
appesa	0
appese	0
appesi	0
appeso	0
appetito	0
appetto	0
appiccar	-1
appiccato	-1
appiccicato	0
appigliarsi	0
appiglio	0
appiè	0
applausi	1
applauso	1
applicazione	0
appoco	0
appoggia	0
appoggiando	0
appoggiandosi	0
appoggiare	0
appoggiarsi	0
appoggiata	0
appoggiate	0
appoggiati	0
appoggiato	0
appoggiava	0
appoggio	0
appoggiò	0
apportare	0
apportargli	0
apportato	0
apportava	0
apposta	0
appostati	0
appostato	0
apprendere	0
apprese	0
appreso	0
appresso	0
appressò	0
apprezzare	1
approfittare	1
approfittò	1
appropriarsi	0
approvando	0
approvare	1
approvato	1
approvava	1
approvazione	1
approvò	1
appuntamento	0
appuntava	0
appuntino	0
appunto	0
appuntò	0
apra	0
apre	0
aprendo	0
apri	0
aprile	0
aprir	0
aprire	0
aprirgli	0
aprirle	0
aprirmi	0
aprirono	0
aprirsi	0
aprirà	0
aprisse	0
aprissero	0
aprite	0
apriva	0
aprivano	0
apro	0
aprono	0
aprì	0
aprí	0
aqua	0
aquila	0
aquilina	0
aquilino	0
arabo	0
arance	0
aranci	0
arancia	0
arancie	0
arancio	0
aratro	0
arbitrio	0
arboscelli	0
arbusti	0
arcana	1
arcane	1
arcangelo	0
arcano	0
arcate	0
arce	0
archi	0
archibugiate	0
architetto	0
archivio	0
arcigna	-1
arcigno	-1
arciprete	0
arco	0
arde	0
ardente	0
ardenti	0
ardenza	0
ardere	0
ardeva	0
ardevano	-1
ardimento	1
ardire	-1
ardisco	-1
ardita	-1
arditamente	-1
arditezza	-1
arditi	-1
ardito	-1
ardiva	-1
ardore	-1
ardori	-1
arena	0
argentina	0
argentino	0
argento	0
argine	0
argomenti	0
argomento	0
aria	0
arida	-1
arie	0
arietta	0
ariosto	0
aristocratica	0
aristocratici	0
aristocratico	0
aristocrazia	0
aritmetica	0
arlecchino	0
arlotta	0
arlìa	0
arma	0
armacollo	0
armadi	0
armadio	0
armandi	0
armando	0
armata	0
armati	0
armato	0
armatura	0
arme	0
armenti	0
armento	0
armi	0
armonia	1
armonie	1
armonioso	1
arnese	0
arnesi	0
arno	0
arpa	0
arquà	0
arra	0
arrabatta	-1
arrabbiare	-1
arrabbiati	-1
arrabbiato	-1
arrampicarmi	0
arrampicarsi	0
arrampicato	0
arrampicava	0
arrampicò	0
arrendevole	-1
arrendevolezza	-1
arresta	0
arrestai	0
arrestare	0
arrestato	0
arrestava	0
arresto	0
arrestò	0
arretrò	0
arricchire	1
arricchito	0
arricciati	0
arricciava	0
arrischia	-1
arrischiare	-1
arrischiata	-1
arrischiato	-1
arrischiava	-1
arrischiò	-1
arriva	0
arrivai	0
arrivammo	0
arrivando	0
arrivano	0
arrivar	0
arrivare	0
arrivarono	0
arrivata	0
arrivate	0
arrivati	0
arrivato	0
arrivava	0
arrivavano	0
arrivederci	0
arriveremo	0
arriverà	0
arrivi	0
arriviamo	0
arrivo	0
arrivò	0
arrogante	-1
arroganza	-1
arrossendo	-1
arrossire	-1
arrossisco	-1
arrossito	-1
arrossiva	-1
arrossivo	-1
arrossì	-1
arrossí	-1
arrosto	0
arrovesciato	0
arruffata	-1
arruffati	-1
arruffato	-1
arrugginito	-1
arsa	-1
arse	-1
arsenale	0
arsi	-1
arso	-1
arsura	-1
arte	1
arti	0
articoli	0
articolo	0
artificiali	0
artificio	-1
artifizi	-1
artifizio	-1
artigli	0
artigliere	0
artiglieria	0
artista	1
artisti	0
artistica	0
artistico	0
arturo	0
arvelo	0
arzillo	1
ascanio	0
ascella	0
ascelle	0
ascensione	0
ascese	0
asciugandosi	0
asciugare	0
asciugava	0
asciugò	0
asciutta	0
asciutte	0
asciutti	0
asciutto	0
ascolta	0
ascoltai	0
ascoltami	0
ascoltando	0
ascoltar	0
ascoltare	0
ascoltarla	0
ascoltarlo	0
ascoltarmi	0
ascoltate	0
ascoltatemi	0
ascoltato	0
ascoltatori	0
ascoltava	0
ascoltavano	0
ascolti	0
ascolto	0
ascoltò	0
asilo	0
asinelli	0
asinello	0
asini	0
asino	0
aspetta	0
aspettai	0
aspettando	0
aspettano	0
aspettar	0
aspettare	0
aspettarla	0
aspettarlo	0
aspettarmi	0
aspettarsi	0
aspettarvi	0
aspettasse	0
aspettassero	0
aspettata	0
aspettate	0
aspettatemi	0
aspettativa	0
aspettato	0
aspettava	0
aspettavano	0
aspettavo	0
aspettazione	0
aspetti	0
aspettiamo	0
aspetto	0
aspettò	0
aspirare	0
aspirava	0
aspirazioni	0
aspra	-1
aspramente	-1
asprezza	-1
aspri	-1
aspro	-1
assaggiare	0
assai	0
assaissimo	0
assalita	-1
assalito	-1
assalitori	-1
assalivano	-1
assalti	-1
assalto	-1
assalì	-1
assanti	0
assaporare	1
assaporava	1
assassinati	-1
assassini	-1
assassinio	-1
assassino	-1
asse	0
assedio	-1
assegnato	0
assemblea	0
assenso	1
assente	-1
assentì	0
assenza	-1
asserire	0
asseriva	0
asserì	0
assessore	0
assestò	0
assetato	-1
assetto	0
assi	0
assicura	1
assicurare	1
assicurarlo	1
assicurarsi	1
assicurata	1
assicurato	1
assicurava	1
assicuri	1
assicuro	1
assicurò	1
assidua	0
assiduamente	0
assiduo	0
assieme	0
assisa	0
assise	0
assistente	0
assistenza	1
assistere	0
assisteva	0
assistevano	0
assistito	0
asso	0
associazione	0
assoluta	0
assolutamente	0
assoluto	0
assoluzione	1
assopimento	-1
assorbe	0
assorta	1
assorti	1
assorto	1
assuefatto	-1
assumere	0
assumeva	0
assunse	0
assunta	0
assunto	0
assurda	-1
assurde	-1
assurdo	-1
asta	0
aste	0
astenersi	0
astenni	0
astore	0
astratta	0
astratto	0
astri	0
astro	0
astuta	-1
astuto	-1
astuzia	-1
astuzie	-1
atene	0
atmosfera	0
atomo	0
atrio	0
atroce	-1
atrocemente	-1
atroci	-1
attacca	0
attaccamento	0
attaccapanni	0
attaccar	-1
attaccare	-1
attaccarsi	-1
attaccata	-1
attaccati	-1
attaccato	-1
attaccava	-1
attacco	-1
attaccò	-1
atte	0
atteggiamenti	0
atteggiamento	0
atteggiava	0
attempata	-1
attempato	-1
attende	0
attendendo	0
attendere	0
attendeva	0
attendevano	0
attenta	0
attentamente	0
attentato	-1
attenti	0
attentissimo	1
attento	0
attenuare	0
attenzione	0
attenzioni	0
atterrita	-1
atterriti	-1
atterrito	0
attesa	0
attese	0
attesi	0
atteso	0
attestati	0
atti	0
attila	0
attillata	0
attillato	0
attimo	0
attirare	0
attirato	0
attirava	0
attirò	0
attitudine	0
attitudini	0
attiva	0
attività	0
attivo	0
atto	0
attonita	-1
attoniti	-1
attonito	-1
attore	0
attori	0
attorno	0
attrattiva	1
attrattive	1
attratto	0
attraversando	0
attraversare	0
attraversato	0
attraversava	0
attraverso	0
attraversò	0
attrezzi	0
attribuire	0
attribuito	0
attribuiva	0
attrice	0
attuale	0
attuali	0
attucci	0
audace	1
audaci	1
audacia	1
audacie	1
auditore	0
augelli	0
augurare	1
augurava	1
augurio	1
auguro	1
augusta	1
augusto	1
aula	0
aumenta	0
aumentare	0
aumentato	0
aumentava	0
aumento	0
aura	1
aureola	1
aurora	0
austera	1
austere	1
austero	0
austria	0
austriaci	0
austriaco	0
autor	0
autore	0
autorevole	1
autorevoli	1
autori	0
autorità	1
autunno	0
avanti	0
avanza	0
avanzamento	0
avanzare	0
avanzata	0
avanzato	0
avanzava	0
avanzavano	0
avanzi	0
avanzo	0
avanzò	0
avara	-1
avarizia	-1
avaro	-1
ave	0
avea	0
avean	0
aveano	0
avemaria	0
avemarie	0
avendo	0
avendolo	0
avendone	0
aver	0
averci	0
avere	0
avergli	0
averla	0
averle	0
averli	0
averlo	0
avermi	0
averne	0
aversi	0
averti	0
avervi	0
avesse	0
avessero	0
avessi	0
avessimo	0
aveste	0
avete	0
aveva	0
avevamo	0
avevan	0
avevano	0
avevate	0
avevi	0
avevo	0
avi	0
avida	-1
avidamente	-1
avide	-1
avidi	-1
avidità	-1
avido	-1
avogadore	0
avorio	0
avrai	0
avranno	0
avrebbe	0
avrebbero	0
avrei	0
avremmo	0
avremo	0
avreste	0
avresti	0
avrete	0
avrà	0
avrò	0
avuta	0
avute	0
avuti	0
avuto	0
avvampò	-1
avvedermene	1
avvedermi	1
avvedersene	1
avvedersi	1
avvedesse	1
avvedeva	1
avveduta	1
avveduto	1
avvelenava	-1
avvenenti	1
avvenenza	1
avvenimenti	0
avvenimento	0
avvenire	0
avvenire	1
avvenisse	0
avveniva	0
avvenne	0
avventori	0
avventura	0
avventurarsi	0
avventurato	0
avventure	0
avventò	0
avvenuta	0
avvenuto	0
avverrà	-1
avversa	-1
avversari	-1
avversario	-1
avversione	-1
avvertendolo	0
avvertimento	0
avvertire	0
avvertirla	0
avvertirlo	0
avvertirmi	0
avvertito	0
avverto	0
avvertì	0
avvezza	1
avvezzato	1
avvezzi	1
avvezzo	1
avviai	0
avviandosi	0
avviarono	0
avviarsi	0
avviata	0
avviati	0
avviato	0
avviava	0
avviavano	0
avvicina	0
avvicinai	0
avvicinandosi	0
avvicinare	0
avvicinarsi	0
avvicinata	0
avvicinati	0
avvicinato	0
avvicinava	0
avvicinavano	0
avvicinò	0
avvide	0
avvidi	1
avviene	0
avvilimento	-1
avvilita	-1
avvilito	-1
avvinghiò	0
avvisaglie	0
avvisare	0
avvisarlo	0
avvisato	0
avvisi	0
avviso	0
avvisto	0
avvisò	0
avviò	0
avvocati	0
avvocatino	0
avvocato	0
avvolgeva	0
avvolse	0
avvolta	0
avvolti	0
avvolto	0
azione	0
azioni	0
azzuffarsi	-1
azzurra	0
azzurre	0
azzurri	0
azzurrine	0
azzurro	0
azzurrognole	0
b	0
babbino	0
babbo	0
baccalà	0
baccano	-1
bacchetta	0
bacco	0
bach	0
baci	1
bacia	1
baciai	1
baciando	1
baciandola	1
baciandolo	1
baciar	1
baciare	1
baciarla	1
baciarle	1
baciarlo	1
baciarmi	1
baciate	1
baciato	1
baciava	1
baciavano	1
bacio	1
baciò	1
baco	0
bada	0
badai	0
badalone	0
badando	0
badarci	0
badare	0
badasse	0
badate	0
badato	1
badava	0
badavano	0
badessa	0
badi	0
bado	0
badò	0
baffetti	0
baffi	0
bagliore	0
bagliori	0
bagnata	0
bagnate	0
bagnati	0
bagnato	0
bagnava	0
bagni	0
bagno	0
bagolino	0
baia	0
baie	0
baio	0
baiocchi	0
baiocco	0
baionetta	0
baionette	0
balaustrata	0
balbettai	-1
balbettando	-1
balbettare	0
balbettava	0
balbettò	-1
balcone	0
balconi	0
baldacchino	0
baldanza	1
baldoria	-1
balenare	0
balenava	0
baleno	0
balenò	0
balestra	0
balia	0
balla	0
ballando	0
ballare	0
ballato	0
ballatoio	0
ballava	0
ballavano	0
ballerina	0
ballerine	0
ballerini	0
ballerino	0
balli	0
ballina	0
ballo	0
ballò	0
balocchi	1
balsamo	0
balzac	0
balzando	0
balzare	0
balzava	0
balze	0
balzo	0
balzò	0
balìa	-1
bambagia	1
bambina	0
bambine	0
bambini	0
bambino	0
banca	0
bancario	0
banchetto	0
banchi	0
banchiere	0
banchieri	0
banco	0
banda	0
bande	0
banderuola	0
banderuole	0
bandi	0
bandiera	0
bandiere	0
bandito	-1
bando	0
bandolo	0
bara	-1
barabba	-1
baracca	-1
baracche	-1
baraccone	-1
baraonda	-1
barba	0
barbaccia	0
barbara	0
barbari	-1
barbarie	-1
barbaro	-1
barbe	0
barberina	0
barbetti	0
barbiere	0
barbiero	0
barbona	-1
